"Rownum","Rent"
376,71624.1217789729
204,29501.2925971211
94,119255.838580713
108,45567.5262765539
62,239370.509331978
53,63327.7824619141
329,102838.162092318
458,67029.0376230038
73,87140.5595963741
101,65641.9557403503
123,35292.2835938297
103,25381.7463432354
387,49566.6328062693
177,42770.6506561334
155,23719.1573151242
335,19248.6732550139
184,28748.1854408857
411,40416.9340613148
382,-3058.46638581146
265,17266.4759428029
168,34940.488650449
30,-486.251506053959
6,4005.59129476644
5,-700.044098235799
213,5416.23783480241
160,25115.0802914618
262,23324.1961224903
278,24386.5940716092
203,19857.5437353679
164,10372.3726948057
323,11344.5151117954
9,11167.8829048264
151,22957.5739522385
171,31893.1972052906
185,51467.6239342894
253,32029.1222746324
362,25832.5812530516
205,-510.688329277534
209,26529.2489933388
466,31541.9427522059
176,35027.5579960373
134,29836.6824554741
298,27018.2954901023
186,5517.54693675571
384,53020.9338153222
465,12539.1044523763
353,40548.5845325391
217,-9571.55077490942
273,2856.13633774882
247,41514.2418949808
380,14900.3163794614
422,28325.9341675522
138,22670.0000112782
446,37849.7796017036
325,23898.6095965521
346,1958.42423544391
32,31460.8238817968
373,13417.2093891898
275,14338.5376480157
167,21605.2320732388
391,3470.57754400061
349,8024.88157073934
48,-2501.71418778173
143,17431.928230965
181,9472.89785684228
139,6265.11638759239
370,8034.45266462316
276,21399.2722237341
15,258.440361729642
146,35242.9376961881
368,49260.9451376978
279,12255.425685861
337,65649.4673236061
331,22530.1223526538
315,7678.19429619433
198,6882.80498911722
409,23059.8199369543
149,25915.2639150553
208,18860.0090143982
354,3073.18367782306
174,3577.28091800307
212,29878.7937431048
192,25922.9717792513
296,13222.0647731407
142,37364.9676099833
440,12198.3517869287
158,31576.9607371783
207,6381.94898166847
229,318.000686625807
236,10583.7633895126
175,11400.7918810874
258,-8219.95259651916
396,37492.3930867671
357,5425.68477050955
162,13309.2391313623
194,3092.63908817271
301,31112.0838767249
226,30127.7028256933
47,22860.9383123797
124,47479.9682390835
303,11795.8028124611
4,-2645.80445482396
206,28802.3576610453
274,2252.0051765869
436,14588.6667325905
145,11514.3256547386
332,42701.184593612
340,52084.7947824082
240,16205.9597824894
254,44818.4895872808
245,8025.93344632091
435,3448.93250928411
264,12473.6982974819
173,17606.395819545
261,15410.7897396854
314,18252.3957306702
224,355.258745797094
366,25470.3123546484
140,28218.6561103775
297,9829.11727531436
156,15110.2404861333
137,21278.7181778091
369,19879.7225686808
45,30791.6300762927
191,9678.83648225234
231,277944.739028406
225,2389.88512379151
189,3504.1391208919
463,18537.9595596595
150,6317.58673305869
263,48088.6130647776
352,-1434.01499838411
287,60997.2299691664
178,55019.5102368103
320,32116.4513508694
7,5840.51249152028
195,17510.5727357092
161,-2797.46004356206
37,1614.00396143929
415,67832.5598319101
343,52495.5172853424
388,25008.5254695318
41,32672.2178465725
334,15735.62609794
347,9546.20341680933
251,-7026.98316255599
401,17637.2220678901
330,33377.5456629419
289,28309.2491814214
157,14431.3035019645
402,47098.2584826761
193,33050.4978770298
459,96749.7884663031
389,10318.4591731721
386,34519.1622016524
433,19083.519103744
190,14566.6577697314
272,56077.4175488135
20,10109.0262086851
282,18748.1015614809
290,874.84170400914
35,4953.60473438137
200,35309.5976848437
367,32552.2276965093
313,25907.3444302634
431,3948.21239898109
424,22099.0518522022
405,35234.8345076319
339,10202.4004620118
399,18485.4718415762
454,24033.192626428
116,71429.482872933
202,46008.6868306316
404,17899.823942254
392,35106.4820636306
222,1719.56276309089
280,20321.5086832477
363,38113.6783513668
372,21134.3921496366
28,-2975.26676079238
318,12776.1302269718
406,164080.148180837
342,21075.5026636111
383,39063.6118885444
215,59418.9243876371
377,37464.6478939607
277,246679.859138198
159,12479.68774003
271,4697.34431079954
172,24101.8251107501
333,11334.0308789299
400,30608.937716096
326,19498.0153861666
365,24156.9498512206
182,20985.9011812695
18,4985.51731356912
407,57911.4795955314
292,5956.4772996168
355,18269.3817609047
284,24278.8752648183
420,35713.9641431531
308,7972.60216163034
336,22153.6682420639
183,3364.5880171039
322,16813.37594625
427,43034.2070723889
131,23635.6392904776
270,29764.4940494551
268,29782.8203729206
452,18540.9315130072
113,24205.1186673792
437,48309.0926477261
419,12672.5323804672
22,29243.8839945765
456,58016.0142041956
148,39724.3512621834
179,31956.9614213945
154,1262.4283894729
220,22282.0226949022
398,77007.3362995022
378,41658.6395177461
255,15214.2618024004
394,12420.8578136521
269,16119.619280453
214,6071.72686631047
31,8366.22370710859
412,25628.2549068746
11,29397.8537420139
237,30924.6799742649
408,315.768837259656
441,18678.554593417
426,19290.4452060516
44,16636.6327211872
3,28655.6881859925
306,9057.32326317761
26,29572.1380161458
70,21970.8427819028
403,20046.9839295665
13,5414.46472865287
40,17445.0127495938
230,-2786.01982482444
17,35645.5911475164
42,1407.52503167168
356,11460.3002129581
66,225568.59296013
46,19327.0840382211
24,26992.7776973423
14,4763.97671793238
201,4277.06870486677
302,10471.6685562681
39,-806.947688151516
438,13501.25609252
444,-2574.66909727584
16,22574.6965092055
33,2885.79009241357
75,32551.9221563101
432,2733.60310737981
416,21840.7528072697
250,-3354.1887650436
428,32116.4513508694
12,17118.3375366255
219,-6823.24055878193
36,6212.89154210341
43,14740.3716196802
439,8866.65844285679
328,17173.0223670703
434,22478.0897386765
71,47079.7354914857
460,21875.7941218829
449,23501.6757918578
197,-1031.90252017337
467,16950.8613655892
299,5212.32134907402
1,5057.99788661399
381,19382.7270837932
49,4984.79586468324
413,26318.0349651718
455,36134.81510936
379,32941.2462836699
166,26321.7465166204
447,5244.48010648129
359,19474.1261963485
294,240507.427425201
425,49925.2479046262
144,41693.7315738262
445,12356.4165079866
34,28016.4960036598
443,2966.43271452269
319,23830.3381291709
2,4752.47307455355
448,6659.84799853135
414,25475.5266342052
423,29815.8846302833
295,26050.0539987393
286,7406.33044749232
344,30310.0736060926
345,16196.8694209485
10,23211.4445539113
293,3827.33776919006
147,60014.2076433469
374,57671.8322180697
119,21248.6190187821
316,7363.56307427968
453,16971.3003396024
457,9755.20349667371
417,22780.8580849447
464,18477.5571805948
23,7500.8168302827
350,29915.156640826
227,19157.8350986316
421,19867.7456190004
468,35382.9646846328
442,30250.7170772449
338,12044.4078430875
397,25082.6629429111
135,28192.8188441399
238,7264.44214597927
348,14454.5832261136
375,15096.216576976
288,12443.8208621231
390,27388.4156470048
196,34144.6485941261
385,19250.2864419296
395,2035.74014916134
317,29533.9428477438
429,-1123.73062606307
8,15366.688362767
