"Rownum","Rent"
272,56077.4175488135
20,10109.0262086851
282,18748.1015614809
290,874.84170400914
35,4953.60473438137
200,33917.4199174251
367,31160.0499290907
313,24515.1666628448
431,3948.21239898109
424,22099.0518522022
405,33842.6567402133
339,10202.4004620118
399,17093.2940741576
454,22641.0148590095
116,71429.482872933
202,44616.509063213
404,16507.6461748355
392,33714.304296212
222,1719.56276309089
280,20321.5086832477
363,36721.5005839482
372,19742.2143822181
28,-2975.26676079238
318,12776.1302269718
406,162687.970413418
342,19683.3248961926
383,39063.6118885444
215,59418.9243876371
377,36072.4701265421
277,246679.859138198
159,12479.68774003
271,4697.34431079954
172,22709.6473433315
333,11334.0308789299
400,30608.937716096
326,19498.0153861666
365,24156.9498512206
182,19593.723413851
18,4985.51731356912
407,56519.3018281129
292,5956.4772996168
355,18269.3817609047
284,24278.8752648183
420,35713.9641431531
308,7972.60216163034
336,22153.6682420639
183,3364.5880171039
322,16813.37594625
427,41642.0293049704
131,22243.461523059
270,29764.4940494551
268,28390.642605502
452,17148.7537455887
113,24205.1186673792
437,48309.0926477261
419,12672.5323804672
22,27851.7062271579
456,56623.8364367771
148,39724.3512621834
179,30564.783653976
154,1262.4283894729
220,20889.8449274837
398,77007.3362995022
378,40266.4617503276
255,13822.0840349819
394,12420.8578136521
269,14727.4415130345
214,6071.72686631047
31,8366.22370710859
412,25628.2549068746
11,29397.8537420139
237,29532.5022068464
408,315.768837259656
441,18678.554593417
426,19290.4452060516
44,15244.4549537687
3,27263.510418574
306,9057.32326317761
26,28179.9602487272
70,10795.6557701386
403,20046.9839295665
13,5414.46472865287
40,16052.8349821752
230,-2786.01982482444
17,35645.5911475164
42,1407.52503167168
356,11460.3002129581
66,225568.59296013
46,17934.9062708026
24,25600.5999299238
14,4763.97671793238
201,4277.06870486677
302,10471.6685562681
39,-806.947688151516
438,13501.25609252
444,-2574.66909727584
16,22574.6965092055
33,2885.79009241357
75,31159.7443888916
432,2733.60310737981
416,20448.5750398511
250,-3354.1887650436
428,30724.2735834509
12,17118.3375366255
219,-6823.24055878193
36,6212.89154210341
43,14740.3716196802
439,8866.65844285679
328,17173.0223670703
434,22478.0897386765
71,45687.5577240672
460,21875.7941218829
449,23501.6757918578
197,-1031.90252017337
467,16950.8613655892
299,5212.32134907402
1,5057.99788661399
381,19382.7270837932
49,4984.79586468324
413,26318.0349651718
455,34742.6373419414
379,32941.2462836699
166,24929.5687492019
447,5244.48010648129
359,19474.1261963485
294,240507.427425201
425,49925.2479046262
144,40301.5538064076
445,12356.4165079866
34,26624.3182362412
443,2966.43271452269
319,23830.3381291709
2,4752.47307455355
448,6659.84799853135
414,25475.5266342052
423,28423.7068628648
295,26050.0539987393
286,7406.33044749232
344,28917.895838674
345,16196.8694209485
10,21819.2667864928
293,3827.33776919006
147,60014.2076433469
374,57671.8322180697
119,19856.4412513636
316,7363.56307427968
453,16971.3003396024
457,9755.20349667371
417,21388.6803175261
464,18477.5571805948
23,7500.8168302827
350,28522.9788734074
227,19157.8350986316
421,19867.7456190004
468,33990.7869172143
442,30250.7170772449
338,12044.4078430875
397,25082.6629429111
135,26800.6410767214
238,7264.44214597927
348,14454.5832261136
375,15096.216576976
288,12443.8208621231
390,25996.2378795863
196,32752.4708267076
385,19250.2864419296
395,2035.74014916134
317,29533.9428477438
429,-1123.73062606307
8,15366.688362767
