"Rownum","Rent"
177,70340.8813667689
155,23947.1871846858
335,19296.9642872405
184,56524.5165270284
411,68246.2774059106
382,-2828.74269654336
265,45023.4883775257
168,62501.9833854302
30,-285.672686930369
6,3990.71709498507
5,-704.440688390039
213,5625.65570477463
160,52655.5339650826
262,50870.6035405356
278,24646.9309179591
203,47589.26183778
164,10404.2727058596
323,11578.6919279826
9,11383.1751434847
151,50483.856420208
171,59469.1965177212
185,79232.2193039409
253,59592.3238653858
362,53385.2142525626
205,-518.367699777088
209,54307.01122058
466,31611.5570514311
176,62785.7690361164
134,57412.4594909558
298,27068.1045696509
186,5515.06062540636
384,80841.3372345586
465,12763.792979076
353,68115.4435927034
217,-9578.06648700196
273,2876.9200595641
247,69042.7582643761
380,14920.8033101204
422,56059.718895835
138,22690.5072188915
446,65411.9527390713
325,51424.579381938
346,1960.63950977181
32,59246.4495577239
373,13456.5800664239
275,14377.9097933174
167,21649.3183550607
391,3474.03783500612
349,8255.67444750748
48,-2512.1537151497
143,17473.9435482997
181,9480.19268868081
139,6307.9435455557
370,8272.46678028606
276,21401.1452733082
15,455.971447285045
146,62792.4438698628
368,49306.4603832894
279,12253.7926606927
337,65840.0122059752
331,50054.3277810142
315,7873.26175555776
198,6878.88366925329
409,23102.3559820287
149,53436.3770007899
208,19109.1040526141
354,3080.8674655629
174,3575.15313029226
212,29909.0016008705
192,25957.4663473731
296,13242.1437307103
142,64938.243184796
440,12210.1180149535
158,31649.9323742225
207,6408.07513087466
229,318.207390776739
236,10597.3474036478
175,11452.0606082948
258,-8230.72344096802
396,65066.2878375584
357,5651.62286186404
162,13324.3269561195
194,3117.538202255
301,31390.118321509
226,30183.5543780276
47,50591.6173487788
124,47547.1063026613
303,11814.0200954324
4,-2448.22891138628
206,56382.8793656076
274,2240.05997522105
436,14811.1078535529
145,11556.7455470619
332,42787.4723036167
340,79830.2379615368
240,43775.3246192806
254,72420.8220969462
245,8082.61024135158
435,3473.04569509491
264,12485.771938381
173,17637.2797548823
261,15625.9815546066
314,45780.2416115579
224,342.628482469651
366,53007.6068544281
140,55786.5709579282
297,9861.97980165016
156,15194.6743341257
137,48815.1863683143
369,19949.0393740705
45,58368.8448074442
191,9675.32245617879
231,278207.692969535
225,2389.90077793069
189,3518.13560631454
463,18796.2230017709
150,6530.2995368103
263,75810.9506896808
352,-1449.03702456512
287,61075.2672731877
178,55087.3907824937
320,59683.7649027249
7,5866.88871769261
195,17577.4771046703
161,-2791.16490303179
37,1832.13908508001
415,64650.5266937166
343,52534.2887696995
388,25028.305579983
41,60223.8884477085
334,15775.9303644173
347,9758.11004373933
251,-6821.64219541675
401,17876.6607218924
330,33422.2531359875
289,28347.9015738329
157,14446.7865299461
402,74692.1275087153
193,60612.5794954328
459,124416.879732852
389,10339.8977635973
386,62284.673464156
433,19124.4832893736
190,14593.4472295363
272,56159.6280538976
20,10130.2899795185
282,18763.6923897076
290,859.582433589736
35,4992.60064963717
200,63093.3850262413
367,60318.9290214082
313,53428.4190342526
431,3945.51431144006
424,22147.2084389144
405,63050.1802445513
339,10229.8460804535
399,46243.5222365925
454,51554.9310773298
116,71521.708561889
202,73779.9765283916
404,45468.6259503947
392,62680.5080766439
222,1958.96007770444
280,20597.6354536046
363,65878.0917059531
372,48693.5078129345
28,-2959.92263963237
318,12824.1884143195
406,191846.664126577
342,48602.4104967479
383,39205.7199056614
215,59514.2400293322
377,65070.3295064113
277,246923.267163373
159,12713.8075642764
271,4718.48356451218
172,51637.3552535043
333,11367.0767357425
400,30665.6760632056
326,19532.7364143354
365,24199.9525892719
182,48522.1442096208
18,5016.05329385967
407,85778.3904461211
292,5978.29083754247
355,18301.4583717295
284,24526.282678866
420,35787.4933195954
308,7995.00042421013
336,22210.2849782443
183,3365.03927152888
322,16845.7943086318
427,70838.5980157482
131,51193.230007902
270,29813.7585011923
268,57396.8254330462
452,46337.4233283033
113,24258.3442114248
437,48617.3892724157
419,12715.8400454074
22,56771.4006726635
456,85846.9606217386
148,39743.0460206236
179,59533.270571951
154,1250.73813177042
220,50025.5216371458
398,77197.7041674406
378,69439.0806008164
255,42833.6869766405
394,12420.0561520052
269,43681.5544554896
214,6114.28398060697
31,8383.23319140838
412,25685.9212328825
11,29454.2703562582
237,58477.6296548944
408,335.942103995647
441,18694.2883468717
426,19324.4550985486
44,44231.047690764
3,56207.3831377526
306,9296.19119772672
26,57334.1293005346
70,18713.2900865371
403,20089.1338057507
13,5632.47762930431
40,44973.8207477044
230,-2760.20695220842
17,35702.1590243665
42,1406.99043282846
356,11503.7732002537
66,225874.403014575
46,46855.2666711645
24,54765.4643324229
14,4777.97930525372
201,4276.82665089343
302,10507.6405708494
39,-604.651118756575
438,13539.9188101454
444,-2582.43526810306
16,22608.2072411319
33,2867.7847799829
75,60127.7025909322
432,2787.49789732598
416,49375.0667028999
250,-3320.63178200539
428,59683.7649027249
12,17344.1202195407
219,-6799.52793562876
36,6224.05561561578
43,14786.7496039938
439,8878.48056971221
328,17204.1838158426
434,22522.1410819128
71,74751.0865782462
460,22098.0203635826
449,23570.2613990061
197,-1028.90600145018
467,16952.2666845793
299,5426.30793975146
1,5044.91258459605
381,19411.8184586954
49,5204.87497600751
413,26346.0576297751
455,63717.9633416325
379,33017.2261223794
166,53868.0635290311
447,5238.31016251563
359,19512.0601364627
294,240749.227427636
425,50198.3342306871
144,69265.5688087541
445,12370.831022695
34,55757.3500423803
443,2986.68744812542
319,24136.8579152971
2,4946.22841470138
448,6907.5756850577
414,25558.9570952271
423,57587.633217613
295,26080.8555286055
286,7434.52819646941
344,57841.5733584701
345,16235.3884098482
10,50763.8721664395
293,4053.66691062207
147,60074.1151214245
374,57784.9547700502
119,48994.4244609885
316,7598.93515400605
453,17041.9669610432
457,9798.16871899263
417,50319.7400671147
464,18543.0118514134
23,7725.19251820141
350,57479.5902962405
227,19193.3278990397
421,19938.8408418532
468,62988.3017235111
442,30515.9488721644
338,12067.6999301978
397,25143.7402510815
135,55770.3787250309
238,7261.59438372547
348,14726.0617583297
375,15115.6316876331
288,12647.3056499324
390,55119.5989740726
196,61914.9588415711
385,19313.0844504091
395,2037.3999592394
317,29818.9959454805
429,-1083.71022351293
8,15377.4612251785
