"Rownum","Rent"
368,49260.9451376979
279,12255.4256858611
337,65649.4673236063
331,22530.1223526539
315,7678.1942961944
198,6882.80498911731
409,23059.8199369544
149,25915.2639150554
208,18860.0090143983
354,3073.18367782316
174,3577.28091800315
212,29878.7937431049
192,25922.9717792514
296,13222.0647731408
142,37364.9676099834
440,12198.3517869288
158,31576.9607371784
207,6381.9489816686
229,318.000686625907
236,10583.7633895126
175,11400.7918810875
258,-8219.95259651909
396,37492.3930867672
357,5425.68477050962
162,13309.2391313624
194,3092.63908817282
301,31112.083876725
226,30127.7028256934
47,22860.9383123797
124,47479.9682390836
303,11795.8028124612
4,-2645.80445482389
206,28802.3576610454
274,2252.00517658698
436,14588.6667325906
145,11514.3256547387
332,42701.1845936121
340,52084.7947824083
240,16205.9597824895
254,44818.4895872809
245,8025.933446321
435,3448.93250928419
264,12473.6982974819
173,17606.3958195451
261,15410.7897396855
314,18252.3957306702
224,355.258745797174
366,25470.3123546485
140,28218.6561103776
297,9829.11727531447
156,15110.2404861335
137,21278.7181778092
369,19879.7225686809
45,30791.6300762929
191,9678.83648225243
231,277944.739028406
225,2389.88512379159
189,3504.139120892
463,18537.9595596597
150,6317.58673305878
263,48088.6130647777
352,-1434.01499838403
287,60997.2299691665
178,55019.5102368104
320,32116.4513508695
7,5840.51249152041
195,17510.5727357093
161,-2797.46004356197
37,1614.00396143941
415,67832.5598319102
343,52495.5172853424
388,25008.5254695319
41,32672.2178465726
334,15735.6260979401
347,9546.2034168094
251,-7026.98316255592
401,17637.2220678902
330,33377.5456629421
289,28309.2491814214
157,14431.3035019646
402,47098.2584826763
193,33050.4978770299
459,96749.7884663033
389,10318.4591731722
386,34519.1622016525
433,19083.5191037441
190,14566.6577697315
272,56077.4175488136
20,10109.0262086852
282,18748.101561481
290,874.841704009218
35,4953.60473438152
200,35309.5976848438
367,32552.2276965094
313,25907.3444302635
431,3948.21239898116
424,22099.0518522023
405,35234.8345076319
339,10202.4004620119
399,18485.4718415762
454,24033.1926264281
116,71429.4828729331
202,46008.6868306317
404,17899.8239422541
392,35106.4820636307
222,1719.56276309099
280,20321.5086832479
363,38113.6783513669
372,21134.3921496367
28,-2975.2667607923
318,12776.130226972
406,164080.148180837
342,21075.5026636112
383,39063.6118885445
215,59418.9243876372
377,37464.6478939608
277,246679.859138198
159,12479.6877400301
271,4697.34431079962
172,24101.8251107502
333,11334.03087893
400,30608.9377160961
326,19498.0153861667
365,24156.9498512207
182,20985.9011812696
18,4985.51731356923
407,57911.4795955315
292,5956.47729961688
355,18269.3817609048
284,24278.8752648185
420,35713.9641431532
308,7972.60216163042
336,22153.6682420641
183,3364.588017104
322,16813.3759462501
427,43034.207072389
131,23635.6392904776
270,29764.4940494552
268,29782.8203729207
452,18540.9315130073
113,24205.1186673793
437,48309.0926477262
419,12672.5323804673
22,29243.8839945766
456,58016.0142041957
148,39724.3512621835
179,31956.9614213946
154,1262.42838947298
220,22282.0226949023
398,77007.3362995023
378,41658.6395177462
255,15214.2618024005
394,12420.8578136522
269,16119.6192804532
214,6071.72686631052
31,8366.22370710868
412,25628.2549068747
11,29397.853742014
237,30924.679974265
408,315.768837259734
441,18678.5545934171
426,19290.4452060517
44,16636.6327211873
3,28655.6881859926
306,9057.32326317771
26,29572.1380161458
70,21970.8427819029
403,20046.9839295667
13,5414.46472865301
40,17445.0127495939
230,-2786.01982482437
17,35645.5911475165
42,1407.52503167174
356,11460.3002129582
66,225568.59296013
46,19327.0840382212
24,26992.7776973424
14,4763.97671793247
201,4277.06870486688
302,10471.6685562682
39,-806.947688151442
438,13501.2560925202
444,-2574.66909727577
16,22574.6965092057
33,2885.79009241366
75,32551.9221563102
432,2733.60310737989
416,21840.7528072698
250,-3354.18876504354
428,32116.4513508695
12,17118.3375366256
219,-6823.24055878187
36,6212.89154210355
43,14740.3716196803
439,8866.65844285693
328,17173.0223670704
434,22478.0897386766
71,47079.7354914859
460,21875.794121883
449,23501.675791858
197,-1031.90252017327
467,16950.8613655893
299,5212.32134907412
1,5057.99788661407
381,19382.7270837933
49,4984.79586468332
413,26318.0349651719
455,36134.8151093601
379,32941.2462836701
166,26321.7465166205
447,5244.48010648136
359,19474.1261963486
294,240507.427425201
425,49925.2479046263
144,41693.7315738263
445,12356.4165079867
34,28016.4960036599
443,2966.43271452277
319,23830.3381291709
2,4752.47307455362
448,6659.84799853141
414,25475.5266342053
423,29815.8846302834
295,26050.0539987394
286,7406.33044749243
344,30310.0736060927
345,16196.8694209486
10,23211.4445539115
293,3827.33776919013
147,60014.2076433469
374,57671.8322180699
119,21248.6190187822
316,7363.56307427978
453,16971.3003396025
457,9755.20349667382
417,22780.8580849448
464,18477.5571805949
23,7500.81683028278
350,29915.1566408261
227,19157.8350986317
421,19867.7456190005
468,35382.9646846329
442,30250.7170772451
338,12044.4078430877
397,25082.6629429112
135,28192.81884414
238,7264.44214597934
348,14454.5832261137
375,15096.2165769761
288,12443.8208621232
390,27388.4156470049
196,34144.6485941262
385,19250.2864419297
395,2035.74014916141
317,29533.9428477439
429,-1123.73062606298
8,15366.6883627671
