"Rownum","Rent"
22,62010.3452998759
456,61548.1451652849
148,47627.0242031177
179,63433.9358386735
154,6201.87064385065
220,63155.0939320612
398,68490.0750799293
378,63155.0939320612
255,61548.1451652849
394,21235.4203694757
269,62873.5325939247
214,21787.6747492079
31,7801.85725200671
412,14497.5407887993
11,22417.4106638893
237,60760.6918014937
408,8253.42461798157
441,9788.7536622961
426,13878.5158654233
44,63125.6321560328
3,60307.7691624991
306,9325.14449989524
26,60760.6918014937
70,33641.431209654
403,15855.980397546
13,5700.14770692066
40,61417.511028445
230,12023.4461035885
17,23100.9580501594
42,11558.2477520902
356,13718.9140882948
66,228698.040604501
46,61417.511028445
24,60307.7691624991
14,3918.37790462289
201,9711.1284282268
302,12499.6383841498
39,5556.50694249707
438,10625.3250750038
444,8164.59167079115
16,27949.0389961538
33,3818.61701535874
75,63359.2945181497
432,11931.7773573738
416,60317.0395783978
250,11678.9822622785
428,61417.511028445
12,11570.5234645939
219,6809.88957286657
36,6153.07034591531
43,8644.60600165598
439,8978.22573898751
328,13549.4510390131
434,8870.38968464342
71,68533.7796445778
460,19205.1050285262
449,17496.9839009383
197,8121.03194924381
467,23115.1210785455
299,12252.8733479138
1,9001.75473656337
381,13809.2275614897
49,2548.44656099534
413,39635.2237016049
455,62046.0136908897
379,22716.0668495418
166,63359.2945181497
447,12523.8137674987
359,19109.5106823685
294,253952.752786922
425,42504.2480018181
144,63155.0939320612
445,7515.68758671883
34,60317.0395783978
443,7105.00537580037
319,26864.9665371634
2,7289.9039037314
448,18807.3301337738
414,23607.8608018162
423,60307.7691624991
295,15026.8447941313
286,6898.72252005698
344,60317.0395783978
345,14663.4700909091
10,61261.0594654039
293,7995.61515062621
147,58926.5603020293
374,55414.7551221276
119,63597.7497260497
316,6462.03039944415
453,25837.6057626129
457,12495.2992316408
417,61417.511028445
464,23579.2558208998
23,7289.9039037314
350,60603.2092436857
227,19653.7994696787
421,13409.9904985154
468,63125.6321560328
442,11941.0477732725
338,20520.8277267949
397,15976.7509181691
135,63433.9358386735
238,15728.3450508701
348,16844.5964999524
375,13004.9139212199
288,6808.40904686201
390,60760.6918014937
196,60307.7691624991
385,15776.0543110691
395,12273.8985171752
317,16979.7118619284
429,12680.2653305398
8,4189.31832420781
